pass name,time,block_duplicate_reload,block_duplicate_spill,num_instructions,reload,spill
,s,,,,,
cfg_polling.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,943,52,36
regalloc_split_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,543,32,29
simd_selection.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.026,0,0,4256,50,37
regalloc_stack_operands.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,1006,48,18
cfg_cse.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,1,0,1197,111,63
regalloc_ls_state.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,819,48,42
cfg.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.032,0,0,4455,263,214
selection.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.029,1,0,3003,230,185
cfg_loop_infos.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.021,0,0,3202,341,240
cfgize.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.022,0,0,3176,265,168
regalloc_invariants.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,1046,90,54
regalloc_stack_slots.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1650,85,63
printmach.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.045,0,0,5564,363,292
regalloc_ls_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,1318,100,85
regalloc_ls.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1990,175,110
regalloc_gi.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.018,0,0,1873,196,139
regalloc_irc_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1609,88,65
regalloc_rewrite.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.020,0,0,2348,307,200
asmlink.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.042,0,0,5726,389,265
regalloc_split.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.016,0,0,2632,294,179
regalloc_split_state.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.022,0,0,3117,293,203
regalloc_irc_state.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.018,0,0,3544,224,123
regalloc_gi_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.019,0,0,3654,226,179
regalloc_irc.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.037,0,0,4040,471,279
cmm_builtins.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.054,1,0,5557,224,208
asmgen.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.024,0,0,4914,334,269
printast_with_mappings.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.037,0,0,7809,1107,631
regalloc_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.036,0,0,7065,583,474
selectgen.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.135,334,0,11400,1734,794
x86_binary_emitter.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.116,6,0,15756,1674,930
simd.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.172,0,0,15512,582,634
regalloc_validate.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.063,0,0,11906,1116,783
zero_alloc_checker.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.083,1,0,15209,1327,963
emit.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.317,23,0,18839,1882,890
cmm_helpers.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.117,0,0,23696,1532,1143
backend/asm_targets/asm_directives_intf.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/numbers/floats/flambda2_floats.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
utils/flambda_backend_utils.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/algorithms/flambda2_algorithms.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/numbers/flambda2_numbers.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/ui/flambda2_ui.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/kinds/flambda2_kinds.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/nominal/flambda2_nominal.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/identifiers/flambda2_identifiers.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/bound_identifiers/flambda2_bound_identifiers.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/lattices/flambda2_lattices.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/classic_mode_types/flambda2_classic_mode_types.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/term_basics/flambda2_term_basics.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/terms/flambda2_terms.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/simplify_shared/flambda2_simplify_shared.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/cmx/flambda2_cmx.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/to_cmm/flambda2_to_cmm.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/types/flambda2_types__.ml-gen/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/import/flambda2_import.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/nominal/bindable.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/numbers/floats/float32.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,200,0,0
ocaml/attr_helper.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,190,3,3
ocaml/domainstate.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,4,0,0
ocaml/debug.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,94,6,5
ocaml/int_replace_polymorphic_compare.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,40,0,0
ocaml/arg_helper.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,783,45,34
ocaml/jkind_intf.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/consistbl.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,584,36,34
ocaml/bytesections.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,0,0,723,55,44
ocaml/lazy_backtrack.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,219,11,9
ocaml/language_extension_kernel.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,207,2,2
ocaml/import_info.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,406,9,8
ocaml/cms_format.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,628,53,42
ocaml/meta.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/errortrace.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,465,8,8
ocaml/compmisc.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,649,39,32
ocaml/local_store.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,245,4,4
ocaml/build_path_prefix_map.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1175,63,61
ocaml/linkage_name.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,121,0,0
ocaml/longident.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,278,15,19
ocaml/dll.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,0,0,1196,76,68
ocaml/cmi_format.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.013,0,0,1238,115,76
ocaml/config.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,1516,126,119
ocaml/compile_common.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,983,68,48
ocaml/jkind_axis.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,661,16,11
middle_end/flambda2/to_cmm/to_cmm.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.009,0,0,1662,38,25
ocaml/cmt2annot.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1061,86,74
ocaml/ast_invariants.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.009,0,0,1524,51,43
ocaml/opcodes.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/ccomp.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,1605,140,122
ocaml/datarepr.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1351,126,112
ocaml/includeclass.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,907,26,24
ocaml/parser_types.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,120,0,0
ocaml/jkind_types.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,721,19,19
ocaml/envaux.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.007,0,0,720,74,39
ocaml/global_module.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,0,0,1285,81,73
ocaml/language_extension.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,0,0,1540,72,63
ocaml/parse.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,593,17,14
ocaml/diffing_with_keys.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.017,0,0,2515,245,168
ocaml/runtimetags.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/compilation_unit.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1637,123,102
ocaml/numbers.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,595,6,6
ocaml/binutils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.022,0,0,3631,264,178
ocaml/ident.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.013,0,0,2086,127,104
ocaml/cmt_format.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.019,14,0,2971,217,198
ocaml/docstrings.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1771,62,61
ocaml/load_path.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.017,0,0,2409,139,113
ocaml/patterns.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,815,18,17
ocaml/diffing.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.021,0,0,2789,223,159
ocaml/debuginfo.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1994,148,132
ocaml/syntaxerr.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,34,0,0
ocaml/pparse.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.014,0,0,1618,143,114
ocaml/runtimedef.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,16,1,1
ocaml/otherlibs/unix/unix.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.032,0,0,3941,278,217
ocaml/terminfo.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,162,6,5
ocaml/symbol.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,654,33,29
ocaml/targetint.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,321,1,1
ocaml/clflags.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.120,70,0,3521,392,321
ocaml/strongly_connected_components.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1474,92,78
ocaml/signature_group.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.008,0,0,762,59,55
ocaml/printpat.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,1960,94,91
ocaml/target_system.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,434,0,0
ocaml/identifiable.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,2257,117,108
ocaml/translmode.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,73,0,0
ocaml/ast_iterator.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.036,0,0,4688,623,337
ocaml/stypes.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,959,85,49
ocaml/compenv.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.052,0,0,5103,247,217
ocaml/shape_reduce.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.024,0,0,1816,131,107
ocaml/profile.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.026,0,0,3027,215,173
ocaml/builtin_attributes.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.042,0,0,5409,256,215
ocaml/jane_syntax_parsing.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.027,0,0,4318,289,218
ocaml/predef.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.070,5,0,3920,454,302
ocaml/mtype.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.031,0,0,4488,397,336
ocaml/persistent_env.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.035,0,0,3436,257,193
ocaml/path.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.024,0,0,3465,350,252
ocaml/transl_list_comprehension.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,687,52,43
ocaml/primitive.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.076,0,0,3186,258,241
ocaml/location.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.047,0,0,5841,360,270
ocaml/depend.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.028,0,0,3746,368,292
ocaml/transl_comprehension_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,990,31,31
ocaml/translattribute.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.009,0,0,1215,106,70
ocaml/makedepend.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.197,38,0,6280,506,372
ocaml/includemod_errorprinter.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.051,0,0,5035,331,291
ocaml/translobj.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.010,0,0,1639,62,53
ocaml/zero_alloc_annotations.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,81,4,4
ocaml/includecore.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.073,0,0,7087,641,405
ocaml/otherlibs/unix/unixLabels.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.094,0,0,706,0,0
ocaml/shape.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.026,0,0,3844,302,236
ocaml/typedecl_properties.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,342,31,27
ocaml/lexer.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.142,0,0,8067,766,381
ocaml/transl_array_comprehension.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.090,0,0,2011,177,136
ocaml/switch.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.113,118,1,6810,940,649
ocaml/includemod.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.291,0,0,8200,922,739
ocaml/ast_helper.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.056,0,0,6952,149,148
ocaml/symtable.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.086,0,0,3024,171,144
ocaml/camlinternalMenhirLib.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.077,152,5,8650,722,533
ocaml/errors.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,6,0,0
ocaml/typemode.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,1110,48,39
ocaml/tast_iterator.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.098,0,0,4793,590,306
ocaml/bytelibrarian.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,756,78,43
ocaml/bytegen.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.416,0,0,6980,893,266
ocaml/zero_alloc.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,598,19,17
ocaml/instruct.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/nominal/contains_names.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/nominal/contains_ids.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/jane_syntax.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.133,0,0,6632,288,260
middle_end/flambda2/terms/expr_std.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/btype.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.056,0,0,8135,681,484
ocaml/compile.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,377,20,15
ocaml/zero_alloc_utils.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,5,0,1439,84,57
middle_end/flambda2/algorithms/container_types_intf.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
ocaml/solver.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.065,222,0,6440,785,435
ocaml/maindriver.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,668,23,16
utils/lru.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.007,0,0,589,27,27
ocaml/typedecl_variance.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.037,0,0,3238,288,223
middle_end/flambda2/bound_identifiers/bound_var.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,102,2,2
middle_end/flambda2/identifiers/variable.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,230,15,13
ocaml/tmc.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.022,0,0,3648,244,207
middle_end/flambda2/algorithms/table_by_int_id.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,542,62,26
ocaml/typedtree.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,2233,123,108
middle_end/flambda2/lattices/or_unknown_or_bottom.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,204,4,4
backend/asm_targets/asm_symbol.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,530,33,28
ocaml/lambda.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.059,0,0,7887,579,486
middle_end/flambda2/terms/zero_alloc_attribute.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,179,4,4
middle_end/flambda2/term_basics/value_slot_set.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,413,1,1
middle_end/flambda2/ui/flambda_features.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,919,1,1
middle_end/flambda2/types/grammar/with_cached_free_names.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,259,22,17
middle_end/flambda2/numbers/vector_types.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,734,19,15
ocaml/bytepackager.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.014,0,0,1948,174,113
middle_end/flambda2/kinds/tag.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.013,0,0,1661,29,18
ocaml/subst.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.043,0,0,5600,542,363
middle_end/flambda2/classic_mode_types/value_approximation.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.007,0,0,417,27,19
ocaml/value_rec_compiler.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.023,0,0,2750,185,143
ocaml/oprint.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.071,0,0,10579,577,470
ocaml/printast.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.047,0,0,7360,1204,910
ocaml/printinstr.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.014,0,0,2289,56,54
ocaml/printtyped.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.064,0,0,8655,1296,1005
ocaml/typedecl_separability.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.028,0,0,4156,382,310
middle_end/flambda2/nominal/renaming.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.013,0,0,1671,117,73
ocaml/typeopt.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.040,0,0,4651,286,182
ocaml/ast_mapper.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.081,0,0,11106,1155,626
ocaml/types.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.025,0,0,3382,199,162
ocaml/jkind.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.066,0,0,9981,435,362
ocaml/emitcode.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.028,0,0,3500,226,183
middle_end/flambda2/cmx/flambda_cmx_format.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.017,0,0,1738,173,124
ocaml/tast_mapper.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.052,0,0,7781,1107,572
ocaml/value_rec_check.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.026,0,0,4667,261,233
ocaml/main_args.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.063,0,0,12314,1173,633
ocaml/warnings.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.101,0,0,6945,524,293
backend/asm_targets/asm_section.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,0,0,285,2,2
middle_end/flambda2/numbers/or_infinity.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,112,0,0
middle_end/flambda2/numbers/one_bit_fewer.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.006,39,0,755,97,62
ocaml/misc.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.121,4,1,13986,988,832
middle_end/flambda2/identifiers/code_id_or_symbol.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,34,0,0
ocaml/parmatch.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.085,0,0,12804,860,762
utils/file_sections.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.011,0,0,909,46,45
middle_end/flambda2/identifiers/apply_cont_rewrite_id.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,395,0,0
middle_end/flambda2/identifiers/code_id.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,49,0,0
middle_end/flambda2/identifiers/function_slot.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,63,0,0
middle_end/flambda2/identifiers/coercion0.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.007,0,0,334,15,14
middle_end/flambda2/identifiers/named_rewrite_id.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,395,0,0
middle_end/flambda2/identifiers/name.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.003,0,0,441,11,11
ocaml/bytelink.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.064,0,0,7533,623,427
middle_end/flambda2/kinds/flambda_arity.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,715,23,21
utils/doubly_linked_list.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.013,0,0,1218,41,39
middle_end/flambda2/identifiers/symbol.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,60,0,0
ocaml/uniqueness_analysis.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.047,0,0,6137,512,424
backend/asm_targets/asm_label.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,813,18,18
middle_end/flambda2/algorithms/lmap.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.014,0,0,931,46,45
middle_end/flambda2/identifiers/value_slot.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,63,0,0
middle_end/flambda2/identifiers/reg_width_const.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,335,0,0
middle_end/flambda2/simplify_shared/slot_offsets.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.031,0,0,4746,397,249
ocaml/translclass.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.116,0,0,9140,822,629
ocaml/simplif.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.098,1,0,9225,1063,976
middle_end/flambda2/nominal/num_occurrences.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,76,0,0
middle_end/flambda2/identifiers/rec_info_expr0.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,841,34,34
middle_end/flambda2/identifiers/continuation.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,1059,31,17
middle_end/flambda2/bound_identifiers/bound_continuation.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,39,0,0
middle_end/flambda2/numbers/targetint_31_63.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.012,0,0,1499,37,23
middle_end/flambda2/nominal/name_abstraction.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,661,96,70
middle_end/flambda2/nominal/ids_for_export.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.005,0,0,993,45,26
backend/asm_targets/asm_directives.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.040,215,0,3331,464,205
middle_end/flambda2/bound_identifiers/bound_name.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.001,0,0,110,3,3
ocaml/untypeast.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.071,0,0,8504,993,601
middle_end/flambda2/bound_identifiers/bound_continuations.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,295,24,25
middle_end/flambda2/term_basics/continuation_use_kind.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,,0,0,2,0,0
middle_end/flambda2/numbers/targetint_32_64.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.026,2,0,1371,19,17
middle_end/flambda2/identifiers/slot.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.004,0,0,815,26,20
ocaml/typetexp.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.103,0,0,9627,874,573
middle_end/flambda2/term_basics/coercion.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.002,0,0,195,14,13
ocaml/printlambda.ml/generate/compile_phrases/regalloc/cfg/cfg_irc,0.183,0,0,15219,972,602
